month,country,work_related,topic,share_of_messages
2026-05-01,NI,0,Self-expression,0.150
2026-05-01,NI,0,Technical help,0.036
2026-05-01,NI,0,Writing,0.215
2026-05-01,NL,0,Multimedia,0.065
2026-05-01,NL,0,Other/Unknown,0.048
2026-05-01,NL,0,Practical Guidance,0.357
2026-05-01,NL,0,Seeking information,0.241
2026-05-01,NL,0,Self-expression,0.098
2026-05-01,NL,0,Technical help,0.027
2026-05-01,NL,0,Writing,0.163
2026-05-01,NL,1,Multimedia,0.080
2026-05-01,NL,1,Other/Unknown,0.040
2026-05-01,NL,1,Practical Guidance,0.268
2026-05-01,NL,1,Seeking information,0.082
2026-05-01,NL,1,Self-expression,0.020
2026-05-01,NL,1,Technical help,0.097
2026-05-01,NL,1,Writing,0.413
2026-05-01,NO,0,Multimedia,0.053
2026-05-01,NO,0,Other/Unknown,0.055
2026-05-01,NO,0,Practical Guidance,0.352
2026-05-01,NO,0,Seeking information,0.261
2026-05-01,NO,0,Self-expression,0.112
2026-05-01,NO,0,Technical help,0.025
2026-05-01,NO,0,Writing,0.143
2026-05-01,NO,1,Multimedia,0.055
2026-05-01,NO,1,Other/Unknown,0.048
2026-05-01,NO,1,Practical Guidance,0.292
2026-05-01,NO,1,Seeking information,0.108
2026-05-01,NO,1,Self-expression,0.018
2026-05-01,NO,1,Technical help,0.059
2026-05-01,NO,1,Writing,0.420
2026-05-01,NP,0,Multimedia,0.063
2026-05-01,NP,0,Other/Unknown,0.085
2026-05-01,NP,0,Practical Guidance,0.334
2026-05-01,NP,0,Seeking information,0.196
2026-05-01,NP,0,Self-expression,0.093
2026-05-01,NP,0,Technical help,0.033
2026-05-01,NP,0,Writing,0.196
2026-05-01,NP,1,Multimedia,0.074
2026-05-01,NP,1,Other/Unknown,0.058
2026-05-01,NP,1,Practical Guidance,0.304
2026-05-01,NP,1,Seeking information,0.146
2026-05-01,NP,1,Self-expression,0.000
2026-05-01,NP,1,Technical help,0.094
2026-05-01,NP,1,Writing,0.324
2026-05-01,NZ,0,Multimedia,0.054
2026-05-01,NZ,0,Other/Unknown,0.034
2026-05-01,NZ,0,Practical Guidance,0.337
2026-05-01,NZ,0,Seeking information,0.278
2026-05-01,NZ,0,Self-expression,0.100
2026-05-01,NZ,0,Technical help,0.021
2026-05-01,NZ,0,Writing,0.177
2026-05-01,NZ,1,Multimedia,0.063
2026-05-01,NZ,1,Other/Unknown,0.033
2026-05-01,NZ,1,Practical Guidance,0.178
2026-05-01,NZ,1,Seeking information,0.123
2026-05-01,NZ,1,Self-expression,0.007
2026-05-01,NZ,1,Technical help,0.102
2026-05-01,NZ,1,Writing,0.493
2026-05-01,OM,0,Multimedia,0.042
2026-05-01,OM,0,Other/Unknown,0.053
2026-05-01,OM,0,Practical Guidance,0.345
2026-05-01,OM,0,Seeking information,0.191
2026-05-01,OM,0,Self-expression,0.122
2026-05-01,OM,0,Technical help,0.032
2026-05-01,OM,0,Writing,0.216
2026-05-01,OM,1,Multimedia,0.149
2026-05-01,OM,1,Other/Unknown,0.054
2026-05-01,OM,1,Practical Guidance,0.207
2026-05-01,OM,1,Seeking information,0.164
2026-05-01,OM,1,Self-expression,0.009
2026-05-01,OM,1,Technical help,0.027
2026-05-01,OM,1,Writing,0.389
2026-05-01,PA,0,Multimedia,0.100
2026-05-01,PA,0,Other/Unknown,0.080
2026-05-01,PA,0,Practical Guidance,0.329
2026-05-01,PA,0,Seeking information,0.135
2026-05-01,PA,0,Self-expression,0.148
2026-05-01,PA,0,Technical help,0.039
2026-05-01,PA,0,Writing,0.169
2026-05-01,PA,1,Multimedia,0.088
2026-05-01,PA,1,Other/Unknown,0.046
2026-05-01,PA,1,Practical Guidance,0.324
2026-05-01,PA,1,Seeking information,0.099
2026-05-01,PA,1,Self-expression,0.020
2026-05-01,PA,1,Technical help,0.075
2026-05-01,PA,1,Writing,0.347
2026-05-01,PE,0,Multimedia,0.075
2026-05-01,PE,0,Other/Unknown,0.051
2026-05-01,PE,0,Practical Guidance,0.367
2026-05-01,PE,0,Seeking information,0.162
2026-05-01,PE,0,Self-expression,0.129
2026-05-01,PE,0,Technical help,0.037
2026-05-01,PE,0,Writing,0.178
2026-05-01,PE,1,Multimedia,0.110
2026-05-01,PE,1,Other/Unknown,0.038
2026-05-01,PE,1,Practical Guidance,0.270
2026-05-01,PE,1,Seeking information,0.092
2026-05-01,PE,1,Self-expression,0.021
2026-05-01,PE,1,Technical help,0.059
2026-05-01,PE,1,Writing,0.410
2026-05-01,PH,0,Multimedia,0.054
2026-05-01,PH,0,Other/Unknown,0.056
2026-05-01,PH,0,Practical Guidance,0.296
2026-05-01,PH,0,Seeking information,0.178
2026-05-01,PH,0,Self-expression,0.099
2026-05-01,PH,0,Technical help,0.027
2026-05-01,PH,0,Writing,0.290
2026-05-01,PH,1,Multimedia,0.064
2026-05-01,PH,1,Other/Unknown,0.038
2026-05-01,PH,1,Practical Guidance,0.218
2026-05-01,PH,1,Seeking information,0.095
2026-05-01,PH,1,Self-expression,0.010
2026-05-01,PH,1,Technical help,0.054
2026-05-01,PH,1,Writing,0.522
2026-05-01,PK,0,Multimedia,0.080
2026-05-01,PK,0,Other/Unknown,0.075
2026-05-01,PK,0,Practical Guidance,0.340
2026-05-01,PK,0,Seeking information,0.176
2026-05-01,PK,0,Self-expression,0.072
2026-05-01,PK,0,Technical help,0.032
2026-05-01,PK,0,Writing,0.225
2026-05-01,PK,1,Multimedia,0.118
2026-05-01,PK,1,Other/Unknown,0.050
2026-05-01,PK,1,Practical Guidance,0.261
2026-05-01,PK,1,Seeking information,0.091
2026-05-01,PK,1,Self-expression,0.009
2026-05-01,PK,1,Technical help,0.086
2026-05-01,PK,1,Writing,0.385
2026-05-01,PL,0,Multimedia,0.060
2026-05-01,PL,0,Other/Unknown,0.049
2026-05-01,PL,0,Practical Guidance,0.344
2026-05-01,PL,0,Seeking information,0.268
2026-05-01,PL,0,Self-expression,0.106
2026-05-01,PL,0,Technical help,0.033
2026-05-01,PL,0,Writing,0.141
2026-05-01,PL,1,Multimedia,0.082
2026-05-01,PL,1,Other/Unknown,0.039
2026-05-01,PL,1,Practical Guidance,0.264
2026-05-01,PL,1,Seeking information,0.137
2026-05-01,PL,1,Self-expression,0.017
2026-05-01,PL,1,Technical help,0.085
2026-05-01,PL,1,Writing,0.376
2026-05-01,PR,0,Multimedia,0.098
2026-05-01,PR,0,Other/Unknown,0.065
2026-05-01,PR,0,Practical Guidance,0.354
2026-05-01,PR,0,Seeking information,0.211
2026-05-01,PR,0,Self-expression,0.117
2026-05-01,PR,0,Technical help,0.017
2026-05-01,PR,0,Writing,0.138
2026-05-01,PS,0,Multimedia,0.064
2026-05-01,PS,0,Other/Unknown,0.072
2026-05-01,PS,0,Practical Guidance,0.335
2026-05-01,PS,0,Seeking information,0.187
2026-05-01,PS,0,Self-expression,0.125
2026-05-01,PS,0,Technical help,0.055
2026-05-01,PS,0,Writing,0.163
2026-05-01,PT,0,Multimedia,0.064
2026-05-01,PT,0,Other/Unknown,0.045
2026-05-01,PT,0,Practical Guidance,0.344
2026-05-01,PT,0,Seeking information,0.289
2026-05-01,PT,0,Self-expression,0.078
2026-05-01,PT,0,Technical help,0.031
2026-05-01,PT,0,Writing,0.149
2026-05-01,PT,1,Multimedia,0.119
2026-05-01,PT,1,Other/Unknown,0.036
2026-05-01,PT,1,Practical Guidance,0.195
2026-05-01,PT,1,Seeking information,0.123
2026-05-01,PT,1,Self-expression,0.029
2026-05-01,PT,1,Technical help,0.064
2026-05-01,PT,1,Writing,0.435
2026-05-01,PY,0,Multimedia,0.066
2026-05-01,PY,0,Other/Unknown,0.062
2026-05-01,PY,0,Practical Guidance,0.401
2026-05-01,PY,0,Seeking information,0.177
2026-05-01,PY,0,Self-expression,0.145
2026-05-01,PY,0,Technical help,0.000
2026-05-01,PY,0,Writing,0.149
2026-05-01,QA,0,Multimedia,0.051
2026-05-01,QA,0,Other/Unknown,0.096
2026-05-01,QA,0,Practical Guidance,0.305
2026-05-01,QA,0,Seeking information,0.226
2026-05-01,QA,0,Self-expression,0.070
2026-05-01,QA,0,Technical help,0.067
2026-05-01,QA,0,Writing,0.185
2026-05-01,RO,0,Multimedia,0.066
2026-05-01,RO,0,Other/Unknown,0.064
2026-05-01,RO,0,Practical Guidance,0.349
2026-05-01,RO,0,Seeking information,0.253
2026-05-01,RO,0,Self-expression,0.084
2026-05-01,RO,0,Technical help,0.032
2026-05-01,RO,0,Writing,0.152
2026-05-01,RO,1,Multimedia,0.094
2026-05-01,RO,1,Other/Unknown,0.036
2026-05-01,RO,1,Practical Guidance,0.260
2026-05-01,RO,1,Seeking information,0.168
2026-05-01,RO,1,Self-expression,0.017
2026-05-01,RO,1,Technical help,0.067
2026-05-01,RO,1,Writing,0.359
2026-05-01,RS,0,Multimedia,0.059
2026-05-01,RS,0,Other/Unknown,0.071
2026-05-01,RS,0,Practical Guidance,0.330
2026-05-01,RS,0,Seeking information,0.269
2026-05-01,RS,0,Self-expression,0.105
2026-05-01,RS,0,Technical help,0.032
2026-05-01,RS,0,Writing,0.134
2026-05-01,RS,1,Multimedia,0.125
2026-05-01,RS,1,Other/Unknown,0.056
2026-05-01,RS,1,Practical Guidance,0.258
2026-05-01,RS,1,Seeking information,0.115
2026-05-01,RS,1,Self-expression,0.011
2026-05-01,RS,1,Technical help,0.066
2026-05-01,RS,1,Writing,0.369
2026-05-01,SA,0,Multimedia,0.064
2026-05-01,SA,0,Other/Unknown,0.070
2026-05-01,SA,0,Practical Guidance,0.333
2026-05-01,SA,0,Seeking information,0.213
2026-05-01,SA,0,Self-expression,0.110
2026-05-01,SA,0,Technical help,0.028
2026-05-01,SA,0,Writing,0.182
2026-05-01,SA,1,Multimedia,0.103
2026-05-01,SA,1,Other/Unknown,0.050
2026-05-01,SA,1,Practical Guidance,0.234
2026-05-01,SA,1,Seeking information,0.119
2026-05-01,SA,1,Self-expression,0.013
2026-05-01,SA,1,Technical help,0.049
2026-05-01,SA,1,Writing,0.431
2026-05-01,SD,0,Multimedia,0.124
2026-05-01,SD,0,Other/Unknown,0.066
2026-05-01,SD,0,Practical Guidance,0.333
2026-05-01,SD,0,Seeking information,0.185
2026-05-01,SD,0,Self-expression,0.066
2026-05-01,SD,0,Technical help,0.016
2026-05-01,SD,0,Writing,0.209
2026-05-01,SE,0,Multimedia,0.059
2026-05-01,SE,0,Other/Unknown,0.046
2026-05-01,SE,0,Practical Guidance,0.374
2026-05-01,SE,0,Seeking information,0.256
2026-05-01,SE,0,Self-expression,0.087
2026-05-01,SE,0,Technical help,0.033
2026-05-01,SE,0,Writing,0.145
2026-05-01,SE,1,Multimedia,0.051
2026-05-01,SE,1,Other/Unknown,0.042
2026-05-01,SE,1,Practical Guidance,0.225
2026-05-01,SE,1,Seeking information,0.120
2026-05-01,SE,1,Self-expression,0.024
2026-05-01,SE,1,Technical help,0.096
2026-05-01,SE,1,Writing,0.441
2026-05-01,SG,0,Multimedia,0.071
2026-05-01,SG,0,Other/Unknown,0.057
2026-05-01,SG,0,Practical Guidance,0.308
2026-05-01,SG,0,Seeking information,0.240
2026-05-01,SG,0,Self-expression,0.112
2026-05-01,SG,0,Technical help,0.026
2026-05-01,SG,0,Writing,0.185
2026-05-01,SG,1,Multimedia,0.085
2026-05-01,SG,1,Other/Unknown,0.033
2026-05-01,SG,1,Practical Guidance,0.265
2026-05-01,SG,1,Seeking information,0.095
2026-05-01,SG,1,Self-expression,0.025
2026-05-01,SG,1,Technical help,0.090
2026-05-01,SG,1,Writing,0.407
2026-05-01,SI,0,Multimedia,0.066
2026-05-01,SI,0,Other/Unknown,0.036
2026-05-01,SI,0,Practical Guidance,0.382
2026-05-01,SI,0,Seeking information,0.324
2026-05-01,SI,0,Self-expression,0.081
2026-05-01,SI,0,Technical help,0.009
2026-05-01,SI,0,Writing,0.102
2026-05-01,SK,0,Multimedia,0.076
2026-05-01,SK,0,Other/Unknown,0.055
2026-05-01,SK,0,Practical Guidance,0.333
2026-05-01,SK,0,Seeking information,0.285
2026-05-01,SK,0,Self-expression,0.093
2026-05-01,SK,0,Technical help,0.025
2026-05-01,SK,0,Writing,0.133
2026-05-01,SK,1,Multimedia,0.082
2026-05-01,SK,1,Other/Unknown,0.040
2026-05-01,SK,1,Practical Guidance,0.339
2026-05-01,SK,1,Seeking information,0.060
2026-05-01,SK,1,Self-expression,0.061
2026-05-01,SK,1,Technical help,0.035
2026-05-01,SK,1,Writing,0.383
2026-05-01,SN,0,Multimedia,0.016
2026-05-01,SN,0,Other/Unknown,0.179
2026-05-01,SN,0,Practical Guidance,0.311
2026-05-01,SN,0,Seeking information,0.139
2026-05-01,SN,0,Self-expression,0.187
2026-05-01,SN,0,Technical help,0.012
2026-05-01,SN,0,Writing,0.155
2026-05-01,SO,0,Multimedia,0.096
2026-05-01,SO,0,Other/Unknown,0.116
2026-05-01,SO,0,Practical Guidance,0.201
2026-05-01,SO,0,Seeking information,0.180
2026-05-01,SO,0,Self-expression,0.100
2026-05-01,SO,0,Technical help,0.039
2026-05-01,SO,0,Writing,0.268
2026-05-01,SV,0,Multimedia,0.091
2026-05-01,SV,0,Other/Unknown,0.044
2026-05-01,SV,0,Practical Guidance,0.348
2026-05-01,SV,0,Seeking information,0.170
2026-05-01,SV,0,Self-expression,0.151
2026-05-01,SV,0,Technical help,0.033
2026-05-01,SV,0,Writing,0.163
2026-05-01,TH,0,Multimedia,0.076
2026-05-01,TH,0,Other/Unknown,0.070
2026-05-01,TH,0,Practical Guidance,0.294
2026-05-01,TH,0,Seeking information,0.172
2026-05-01,TH,0,Self-expression,0.153
2026-05-01,TH,0,Technical help,0.027
2026-05-01,TH,0,Writing,0.208
2026-05-01,TH,1,Multimedia,0.158
2026-05-01,TH,1,Other/Unknown,0.056
2026-05-01,TH,1,Practical Guidance,0.233
2026-05-01,TH,1,Seeking information,0.107
2026-05-01,TH,1,Self-expression,0.040
2026-05-01,TH,1,Technical help,0.051
2026-05-01,TH,1,Writing,0.355
2026-05-01,TJ,0,Multimedia,0.099
2026-05-01,TJ,0,Other/Unknown,0.049
2026-05-01,TJ,0,Practical Guidance,0.267
2026-05-01,TJ,0,Seeking information,0.215
2026-05-01,TJ,0,Self-expression,0.152
2026-05-01,TJ,0,Technical help,0.000
2026-05-01,TJ,0,Writing,0.218
2026-05-01,TN,0,Multimedia,0.054
2026-05-01,TN,0,Other/Unknown,0.093
2026-05-01,TN,0,Practical Guidance,0.349
2026-05-01,TN,0,Seeking information,0.180
2026-05-01,TN,0,Self-expression,0.095
2026-05-01,TN,0,Technical help,0.016
2026-05-01,TN,0,Writing,0.214
2026-05-01,TN,1,Multimedia,0.046
2026-05-01,TN,1,Other/Unknown,0.073
2026-05-01,TN,1,Practical Guidance,0.232
2026-05-01,TN,1,Seeking information,0.089
2026-05-01,TN,1,Self-expression,0.000
2026-05-01,TN,1,Technical help,0.100
2026-05-01,TN,1,Writing,0.461
2026-05-01,TR,0,Multimedia,0.066
2026-05-01,TR,0,Other/Unknown,0.071
2026-05-01,TR,0,Practical Guidance,0.359
2026-05-01,TR,0,Seeking information,0.224
2026-05-01,TR,0,Self-expression,0.125
2026-05-01,TR,0,Technical help,0.024
2026-05-01,TR,0,Writing,0.131
2026-05-01,TR,1,Multimedia,0.130
2026-05-01,TR,1,Other/Unknown,0.040
2026-05-01,TR,1,Practical Guidance,0.265
2026-05-01,TR,1,Seeking information,0.132
2026-05-01,TR,1,Self-expression,0.031
2026-05-01,TR,1,Technical help,0.074
2026-05-01,TR,1,Writing,0.327
2026-05-01,TW,0,Multimedia,0.067
2026-05-01,TW,0,Other/Unknown,0.073
2026-05-01,TW,0,Practical Guidance,0.315
2026-05-01,TW,0,Seeking information,0.205
2026-05-01,TW,0,Self-expression,0.160
2026-05-01,TW,0,Technical help,0.030
2026-05-01,TW,0,Writing,0.151
2026-05-01,TW,1,Multimedia,0.117
2026-05-01,TW,1,Other/Unknown,0.045
2026-05-01,TW,1,Practical Guidance,0.239
2026-05-01,TW,1,Seeking information,0.117
2026-05-01,TW,1,Self-expression,0.055
2026-05-01,TW,1,Technical help,0.078
2026-05-01,TW,1,Writing,0.350
2026-05-01,TZ,0,Multimedia,0.070
2026-05-01,TZ,0,Other/Unknown,0.101
2026-05-01,TZ,0,Practical Guidance,0.294
2026-05-01,TZ,0,Seeking information,0.204
2026-05-01,TZ,0,Self-expression,0.117
2026-05-01,TZ,0,Technical help,0.015
2026-05-01,TZ,0,Writing,0.198
2026-05-01,TZ,1,Multimedia,0.124
2026-05-01,TZ,1,Other/Unknown,0.050
2026-05-01,TZ,1,Practical Guidance,0.271
2026-05-01,TZ,1,Seeking information,0.170
2026-05-01,TZ,1,Self-expression,0.018
2026-05-01,TZ,1,Technical help,0.046
2026-05-01,TZ,1,Writing,0.320
2026-05-01,UA,0,Multimedia,0.067
2026-05-01,UA,0,Other/Unknown,0.072
2026-05-01,UA,0,Practical Guidance,0.336
2026-05-01,UA,0,Seeking information,0.226
2026-05-01,UA,0,Self-expression,0.110
2026-05-01,UA,0,Technical help,0.029
2026-05-01,UA,0,Writing,0.159
2026-05-01,UA,1,Multimedia,0.075
2026-05-01,UA,1,Other/Unknown,0.053
2026-05-01,UA,1,Practical Guidance,0.259
2026-05-01,UA,1,Seeking information,0.125
2026-05-01,UA,1,Self-expression,0.035
2026-05-01,UA,1,Technical help,0.081
2026-05-01,UA,1,Writing,0.372
2026-05-01,UG,0,Multimedia,0.061
2026-05-01,UG,0,Other/Unknown,0.090
2026-05-01,UG,0,Practical Guidance,0.371
2026-05-01,UG,0,Seeking information,0.174
2026-05-01,UG,0,Self-expression,0.063
2026-05-01,UG,0,Technical help,0.071
2026-05-01,UG,0,Writing,0.169
2026-05-01,US,0,Multimedia,0.061
2026-05-01,US,0,Other/Unknown,0.053
2026-05-01,US,0,Practical Guidance,0.351
2026-05-01,US,0,Seeking information,0.244
2026-05-01,US,0,Self-expression,0.109
2026-05-01,US,0,Technical help,0.030
2026-05-01,US,0,Writing,0.152
2026-05-01,US,1,Multimedia,0.091
2026-05-01,US,1,Other/Unknown,0.049
2026-05-01,US,1,Practical Guidance,0.250
2026-05-01,US,1,Seeking information,0.110
2026-05-01,US,1,Self-expression,0.028
2026-05-01,US,1,Technical help,0.063
2026-05-01,US,1,Writing,0.409
2026-05-01,UY,0,Multimedia,0.089
2026-05-01,UY,0,Other/Unknown,0.074
2026-05-01,UY,0,Practical Guidance,0.320
2026-05-01,UY,0,Seeking information,0.196
2026-05-01,UY,0,Self-expression,0.167
2026-05-01,UY,0,Technical help,0.033
2026-05-01,UY,0,Writing,0.120
2026-05-01,UY,1,Multimedia,0.130
2026-05-01,UY,1,Other/Unknown,0.039
2026-05-01,UY,1,Practical Guidance,0.270
2026-05-01,UY,1,Seeking information,0.093
2026-05-01,UY,1,Self-expression,0.068
2026-05-01,UY,1,Technical help,0.093
2026-05-01,UY,1,Writing,0.307
2026-05-01,UZ,0,Multimedia,0.064
2026-05-01,UZ,0,Other/Unknown,0.087
2026-05-01,UZ,0,Practical Guidance,0.295
2026-05-01,UZ,0,Seeking information,0.209
2026-05-01,UZ,0,Self-expression,0.104
2026-05-01,UZ,0,Technical help,0.023
2026-05-01,UZ,0,Writing,0.218
2026-05-01,UZ,1,Multimedia,0.146
2026-05-01,UZ,1,Other/Unknown,0.063
2026-05-01,UZ,1,Practical Guidance,0.324
2026-05-01,UZ,1,Seeking information,0.083
2026-05-01,UZ,1,Self-expression,0.022
2026-05-01,UZ,1,Technical help,0.041
2026-05-01,UZ,1,Writing,0.320
2026-05-01,VN,0,Multimedia,0.058
2026-05-01,VN,0,Other/Unknown,0.075
2026-05-01,VN,0,Practical Guidance,0.313
2026-05-01,VN,0,Seeking information,0.164
2026-05-01,VN,0,Self-expression,0.125
2026-05-01,VN,0,Technical help,0.035
2026-05-01,VN,0,Writing,0.229
2026-05-01,VN,1,Multimedia,0.085
2026-05-01,VN,1,Other/Unknown,0.039
2026-05-01,VN,1,Practical Guidance,0.248
2026-05-01,VN,1,Seeking information,0.097
2026-05-01,VN,1,Self-expression,0.015
2026-05-01,VN,1,Technical help,0.085
2026-05-01,VN,1,Writing,0.430
2026-05-01,YE,0,Multimedia,0.111
2026-05-01,YE,0,Other/Unknown,0.108
2026-05-01,YE,0,Practical Guidance,0.221
2026-05-01,YE,0,Seeking information,0.223
2026-05-01,YE,0,Self-expression,0.097
2026-05-01,YE,0,Technical help,0.014
2026-05-01,YE,0,Writing,0.226
2026-05-01,ZA,0,Multimedia,0.061
2026-05-01,ZA,0,Other/Unknown,0.055
2026-05-01,ZA,0,Practical Guidance,0.297
2026-05-01,ZA,0,Seeking information,0.190
2026-05-01,ZA,0,Self-expression,0.140
2026-05-01,ZA,0,Technical help,0.036
2026-05-01,ZA,0,Writing,0.219
2026-05-01,ZA,1,Multimedia,0.080
2026-05-01,ZA,1,Other/Unknown,0.058
2026-05-01,ZA,1,Practical Guidance,0.285
2026-05-01,ZA,1,Seeking information,0.105
2026-05-01,ZA,1,Self-expression,0.020
2026-05-01,ZA,1,Technical help,0.060
2026-05-01,ZA,1,Writing,0.393
2026-05-01,ZM,0,Multimedia,0.053
2026-05-01,ZM,0,Other/Unknown,0.106
2026-05-01,ZM,0,Practical Guidance,0.432
2026-05-01,ZM,0,Seeking information,0.206
2026-05-01,ZM,0,Self-expression,0.073
2026-05-01,ZM,0,Technical help,0.018
2026-05-01,ZM,0,Writing,0.112
2026-05-01,ZW,0,Multimedia,0.067
2026-05-01,ZW,0,Other/Unknown,0.089
2026-05-01,ZW,0,Practical Guidance,0.294
2026-05-01,ZW,0,Seeking information,0.156
2026-05-01,ZW,0,Self-expression,0.163
2026-05-01,ZW,0,Technical help,0.039
2026-05-01,ZW,0,Writing,0.192
2026-06-01,AE,0,Multimedia,0.059
2026-06-01,AE,0,Other/Unknown,0.074
2026-06-01,AE,0,Practical Guidance,0.315
2026-06-01,AE,0,Seeking information,0.269
2026-06-01,AE,0,Self-expression,0.084
2026-06-01,AE,0,Technical help,0.031
2026-06-01,AE,0,Writing,0.169
2026-06-01,AE,1,Multimedia,0.080
2026-06-01,AE,1,Other/Unknown,0.038
2026-06-01,AE,1,Practical Guidance,0.177
2026-06-01,AE,1,Seeking information,0.114
2026-06-01,AE,1,Self-expression,0.016
2026-06-01,AE,1,Technical help,0.050
2026-06-01,AE,1,Writing,0.525
2026-06-01,AF,0,Multimedia,0.060
2026-06-01,AF,0,Other/Unknown,0.115
2026-06-01,AF,0,Practical Guidance,0.317
2026-06-01,AF,0,Seeking information,0.161
2026-06-01,AF,0,Self-expression,0.125
2026-06-01,AF,0,Technical help,0.024
2026-06-01,AF,0,Writing,0.198
2026-06-01,AL,0,Multimedia,0.051
2026-06-01,AL,0,Other/Unknown,0.048
2026-06-01,AL,0,Practical Guidance,0.403
2026-06-01,AL,0,Seeking information,0.280
2026-06-01,AL,0,Self-expression,0.103
2026-06-01,AL,0,Technical help,0.034
2026-06-01,AL,0,Writing,0.080
2026-06-01,AM,0,Multimedia,0.057
2026-06-01,AM,0,Other/Unknown,0.036
2026-06-01,AM,0,Practical Guidance,0.329
2026-06-01,AM,0,Seeking information,0.253
2026-06-01,AM,0,Self-expression,0.115
2026-06-01,AM,0,Technical help,0.028
2026-06-01,AM,0,Writing,0.182
2026-06-01,AO,0,Multimedia,0.096
2026-06-01,AO,0,Other/Unknown,0.069
2026-06-01,AO,0,Practical Guidance,0.292
2026-06-01,AO,0,Seeking information,0.219
2026-06-01,AO,0,Self-expression,0.101
2026-06-01,AO,0,Technical help,0.028
2026-06-01,AO,0,Writing,0.195
2026-06-01,AR,0,Multimedia,0.094
2026-06-01,AR,0,Other/Unknown,0.055
2026-06-01,AR,0,Practical Guidance,0.348
2026-06-01,AR,0,Seeking information,0.203
2026-06-01,AR,0,Self-expression,0.142
2026-06-01,AR,0,Technical help,0.028
2026-06-01,AR,0,Writing,0.130
2026-06-01,AR,1,Multimedia,0.142
2026-06-01,AR,1,Other/Unknown,0.045
2026-06-01,AR,1,Practical Guidance,0.281
2026-06-01,AR,1,Seeking information,0.098
2026-06-01,AR,1,Self-expression,0.032
2026-06-01,AR,1,Technical help,0.065
2026-06-01,AR,1,Writing,0.336
2026-06-01,AT,0,Multimedia,0.056
2026-06-01,AT,0,Other/Unknown,0.045
2026-06-01,AT,0,Practical Guidance,0.368
2026-06-01,AT,0,Seeking information,0.247
2026-06-01,AT,0,Self-expression,0.086
2026-06-01,AT,0,Technical help,0.021
2026-06-01,AT,0,Writing,0.177
2026-06-01,AT,1,Multimedia,0.094
2026-06-01,AT,1,Other/Unknown,0.061
2026-06-01,AT,1,Practical Guidance,0.243
2026-06-01,AT,1,Seeking information,0.098
2026-06-01,AT,1,Self-expression,0.010
2026-06-01,AT,1,Technical help,0.078
2026-06-01,AT,1,Writing,0.416
2026-06-01,AU,0,Multimedia,0.050
2026-06-01,AU,0,Other/Unknown,0.050
2026-06-01,AU,0,Practical Guidance,0.363
2026-06-01,AU,0,Seeking information,0.246
2026-06-01,AU,0,Self-expression,0.106
2026-06-01,AU,0,Technical help,0.032
2026-06-01,AU,0,Writing,0.153
2026-06-01,AU,1,Multimedia,0.072
2026-06-01,AU,1,Other/Unknown,0.049
2026-06-01,AU,1,Practical Guidance,0.236
2026-06-01,AU,1,Seeking information,0.114
2026-06-01,AU,1,Self-expression,0.025
2026-06-01,AU,1,Technical help,0.062
2026-06-01,AU,1,Writing,0.443
2026-06-01,AZ,0,Multimedia,0.084
2026-06-01,AZ,0,Other/Unknown,0.056
2026-06-01,AZ,0,Practical Guidance,0.348
2026-06-01,AZ,0,Seeking information,0.169
2026-06-01,AZ,0,Self-expression,0.197
2026-06-01,AZ,0,Technical help,0.018
2026-06-01,AZ,0,Writing,0.130
2026-06-01,AZ,1,Multimedia,0.110
2026-06-01,AZ,1,Other/Unknown,0.049
2026-06-01,AZ,1,Practical Guidance,0.344
2026-06-01,AZ,1,Seeking information,0.110
2026-06-01,AZ,1,Self-expression,0.017
2026-06-01,AZ,1,Technical help,0.113
2026-06-01,AZ,1,Writing,0.258
2026-06-01,BA,0,Multimedia,0.045
2026-06-01,BA,0,Other/Unknown,0.075
2026-06-01,BA,0,Practical Guidance,0.383
2026-06-01,BA,0,Seeking information,0.345
2026-06-01,BA,0,Self-expression,0.067
2026-06-01,BA,0,Technical help,0.011
2026-06-01,BA,0,Writing,0.074
2026-06-01,BD,0,Multimedia,0.061
2026-06-01,BD,0,Other/Unknown,0.085
2026-06-01,BD,0,Practical Guidance,0.312
2026-06-01,BD,0,Seeking information,0.227
2026-06-01,BD,0,Self-expression,0.079
2026-06-01,BD,0,Technical help,0.030
2026-06-01,BD,0,Writing,0.206
2026-06-01,BD,1,Multimedia,0.103
2026-06-01,BD,1,Other/Unknown,0.035
2026-06-01,BD,1,Practical Guidance,0.260
2026-06-01,BD,1,Seeking information,0.141
2026-06-01,BD,1,Self-expression,0.016
2026-06-01,BD,1,Technical help,0.089
2026-06-01,BD,1,Writing,0.356
2026-06-01,BE,0,Multimedia,0.049
2026-06-01,BE,0,Other/Unknown,0.047
2026-06-01,BE,0,Practical Guidance,0.404
2026-06-01,BE,0,Seeking information,0.243
2026-06-01,BE,0,Self-expression,0.082
2026-06-01,BE,0,Technical help,0.037
2026-06-01,BE,0,Writing,0.137
2026-06-01,BE,1,Multimedia,0.074
2026-06-01,BE,1,Other/Unknown,0.037
2026-06-01,BE,1,Practical Guidance,0.250
2026-06-01,BE,1,Seeking information,0.133
2026-06-01,BE,1,Self-expression,0.025
2026-06-01,BE,1,Technical help,0.063
2026-06-01,BE,1,Writing,0.419
2026-06-01,BG,0,Multimedia,0.089
2026-06-01,BG,0,Other/Unknown,0.077
